Tech_ID,Depot_Assigned,Years of Exp,SkillSet,Rate per hour
T205,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T206,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T207,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",3,Equipment installation,Rs.500
T208,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T209,"H955+2CQ, hubli solalapur road, Navalgund, Karnataka 582208, India",3,Equipment installation,Rs.500
T210,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",4,Equipment installation,Rs.500
T211,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T212,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T213,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T214,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T215,"8VWV+3FQ, Siddapur Main Rd, Halgeri, Siddapur, Karnataka 581355, India",4,Equipment installation,Rs.500
T216,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T217,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T218,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T219,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T220,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T221,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T222,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",4,Equipment installation,Rs.500
T223,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",1,Equipment installation,Rs.500
T224,"X74F+4F3, Swarna Nagar, Rcky, Kolar Gold Fields, Karnataka 563122, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T225,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T226,"Yelburga, Koppal SH-129, Chikkahesarur Mundaragi Road, Koppal, Karnataka 583236, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T227,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",4,Equipment installation,Rs.500
T228,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T229,"CJMP+336, Station Rd, Basaveshwara Nagar, Gadag-Betageri, Karnataka 582101, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T230,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T231,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T232,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T233,"Yelburga, Koppal SH-129, Chikkahesarur Mundaragi Road, Koppal, Karnataka 583236, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T234,"Indira Nagar Rd, Indira Nagar, Chikodi, Karnataka 591201, India",3,Equipment installation,Rs.500
T235,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T236,"VJWJ+6PR, Jewargi to Yadrami Main Road, Alur, Karnataka 585325, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T237,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T238,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T239,"Q53V+J25, SH 30, Kushtagi, Karnataka 583277, India",2,Equipment installation,Rs.500
T240,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",4,Equipment installation,Rs.500
T241,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T242,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T243,"6JQ2+VQ6, Hukkeri, Karnataka 591309, India",1,Equipment installation,Rs.500
T244,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585276",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T245,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T246,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T247,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",3,Equipment installation,Rs.500
T248,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",1,Equipment installation,Rs.500
T249,"4WFR+3C7, Railway Station Area, Shahabad, Karnataka 585228, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T250,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T251,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T252,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",3,Equipment installation,Rs.500
T253,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T254,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585265",1,Equipment installation,Rs.500
T255,"3GQR+CRW, LB Colony, Sandur, Karnataka 583137",5,"Equipment Installation, Low Voltage Repair",Rs.750
T256,"8VWV+3FQ, Siddapur Main Rd, Halgeri, Siddapur, Karnataka 581355, India",4,Equipment installation,Rs.500
T257,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",4,Equipment installation,Rs.500
T258,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",3,Equipment installation,Rs.500
T259,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T260,"8RVM+GV8, Kurugodu, Karnataka 583139",5,"Equipment Installation, Low Voltage Repair",Rs.750
T261,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585472",3,Equipment installation,Rs.500
T262,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T263,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",2,Equipment installation,Rs.500
T264,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T265,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",1,Equipment installation,Rs.500
T266,"6PMW+XFP, Kamala Mathu, Uliyargoli, Kaup, Karnataka 574106, India",2,Equipment installation,Rs.500
T267,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T268,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",4,Equipment installation,Rs.500
T269,"X63F+PJR, Magadi Rural, Karnataka 562120, India",4,Equipment installation,Rs.500
T270,"8PVQ+4JV, Circuit House Rd, Bananje, Udupi, Karnataka 576101, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T271,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585451",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T272,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585113",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T273,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T274,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",4,Equipment installation,Rs.500
T275,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T276,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560222",6,"Equipment Installation, Low Voltage Repair",Rs.750
T277,"P79G+CCC, Ijoor, Ramanagara, Karnataka 562159, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T278,"W7XV+8GQ, Ramdurg, Karnataka 591123, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T279,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",2,Equipment installation,Rs.500
T280,"877Q+8F9, Mysore - Madikeri Rd, Hunsur, Karnataka 571105, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T281,"VP23+JGF, Jai Bheem Nagar, Indira Nagar, Bhadravathi, Karnataka 577301, India",4,Equipment installation,Rs.500
T282,"CGF6+6J5, Rattihalli, Karnataka 581131",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T283,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T284,"JGQ4+68R, Mini Vidhansouda, Belgaum, Goa Road, Khanapur, Karnataka 591302, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T285,"Q56X+8PP, Court Road, Puttur, Karnataka 574201, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T286,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T287,"WHPG+VH4, SH 25, Basavanagudi, Shivamogga, Karnataka 577201, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T288,"6V6M+4MV, Arabhavi - Challakere Rd, Laxmi chalapati Nagar, Mundargi, Karnataka 582118, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T289,"HHC8+7R5, Aland, Karnataka 585302, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T290,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",1,Equipment installation,Rs.500
T291,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560111",3,Equipment installation,Rs.500
T292,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",3,Equipment installation,Rs.500
T293,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T294,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T295,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",4,Equipment installation,Rs.500
T296,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585187",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T297,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T298,"39XR+CM9, Jayanagara,  nelamangala, Indiranagara, Karnataka 562123, India",3,Equipment installation,Rs.500
T299,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T300,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",4,Equipment installation,Rs.500
T301,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T302,"Yelburga, Koppal SH-129, Chikkahesarur Mundaragi Road, Koppal, Karnataka 583236, India",2,Equipment installation,Rs.500
T303,"CJMP+336, Station Rd, Basaveshwara Nagar, Gadag-Betageri, Karnataka 582101, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T304,"VP23+JGF, Jai Bheem Nagar, Indira Nagar, Bhadravathi, Karnataka 577301, India",4,Equipment installation,Rs.500
T305,"88, Borewell Rd, Palm Meadows, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560133",1,Equipment installation,Rs.500
T306,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T307,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T308,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T309,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T310,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T311,"4WV8+RWV, Fort Main Rd, Narayanappa Compound, Fort, Ballari, Karnataka 583104, India",2,Equipment installation,Rs.500
T312,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",2,Equipment installation,Rs.500
T313,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T314,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585473",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T315,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T316,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T317,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T318,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585260",6,"Equipment Installation, Low Voltage Repair",Rs.750
T319,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T320,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T321,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T322,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560150",4,Equipment installation,Rs.500
T323,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T324,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T325,"HCCC+74Q, Kanakagiri, Karnataka 583283, India",1,Equipment installation,Rs.500
T326,"2Q4F+6G4, Jevargi, Karnataka 585310, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T327,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",4,Equipment installation,Rs.500
T328,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585384",3,Equipment installation,Rs.500
T329,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T330,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T331,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560243",5,"Equipment Installation, Low Voltage Repair",Rs.750
T332,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585518",4,Equipment installation,Rs.500
T333,"6V6M+4MV, Arabhavi - Challakere Rd, Laxmi chalapati Nagar, Mundargi, Karnataka 582118, India",4,Equipment installation,Rs.500
T334,"3QMW+QV2, SH 70, Karnad, Mulki, Karnataka 574154, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T335,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T336,"Q9QX+W4Q, PB Rd, Vidya Nagar, Haveri, Karnataka 581110, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T337,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T338,"233X+7WG, BM Rd, Ammeer Mohalla, Hassan, Karnataka 573201, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T339,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T340,"Tarle Petrol Pump, Old Pune Bangalore Rd, Nipani, Karnataka 591237, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T341,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585404",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T342,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T343,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T344,"Mini Vidana Soundha, Ballari - Hubballi Rd, New Hubli, Hubballi, Karnataka 580020, India",3,Equipment installation,Rs.500
T345,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",4,Equipment installation,Rs.500
T346,"M854+W9M, Ankola, Karnataka 581314, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T347,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T348,"WMV4+7WC, Maski, Karnataka 584124, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T349,"HQWR+WH7, Kittur, Karnataka 591115, India",3,Equipment installation,Rs.500
T350,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T351,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T352,"Govindpur Road, opposite Police Station, Mudhol, Karnataka 587313, India",2,Equipment installation,Rs.500
T353,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T354,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
